VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBS      FBS_BCL FBS_BCU FSS         FSS_BCL FSS_BCU AFSS       AFSS_BCL AFSS_BCU UFSS    UFSS_BCL UFSS_BCU F_RATE    F_RATE_BCL F_RATE_BCU O_RATE     O_RATE_BCL O_RATE_BCU
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           <273        <273       NA         0.1   NBRCNT    45302 0.19445       NA      NA  0.075069        NA      NA  0.089355        NA       NA 0.50487       NA       NA 0.21745           NA         NA 0.0097347          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           <273        <273       NA         0.05  NBRCNT    45302 0.19445       NA      NA  0.075069        NA      NA  0.089355        NA       NA 0.50487       NA       NA 0.21745           NA         NA 0.0097347          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           <273        <273       NA         0.1   NBRCNT    61703 0.13049       NA      NA  0.12494         NA      NA  0.12965         NA       NA 0.50481       NA       NA 0.14763           NA         NA 0.0096106          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           <273        <273       NA         0.05  NBRCNT    61703 0.13049       NA      NA  0.12494         NA      NA  0.12965         NA       NA 0.50481       NA       NA 0.14763           NA         NA 0.0096106          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           >=273       >=273      NA         0.1   NBRCNT    45302 0.19445       NA      NA  0.88926         NA      NA  0.97292         NA       NA 0.99513       NA       NA 0.78255           NA         NA 0.99027            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           >=273       >=273      NA         0.05  NBRCNT    45302 0.19445       NA      NA  0.88926         NA      NA  0.97292         NA       NA 0.99513       NA       NA 0.78255           NA         NA 0.99027            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           >=273       >=273      NA         0.1   NBRCNT    61703 0.13049       NA      NA  0.92887         NA      NA  0.98884         NA       NA 0.99519       NA       NA 0.85237           NA         NA 0.99039            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           >=273       >=273      NA         0.05  NBRCNT    61703 0.13049       NA      NA  0.92887         NA      NA  0.98884         NA       NA 0.99519       NA       NA 0.85237           NA         NA 0.99039            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          <273        <273       NA         0.1   NBRCNT    44837 0.18776       NA      NA  0.069434        NA      NA  0.083513        NA       NA 0.50454       NA       NA 0.21701           NA         NA 0.0090773          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          <273        <273       NA         0.05  NBRCNT    44837 0.18776       NA      NA  0.069434        NA      NA  0.083513        NA       NA 0.50454       NA       NA 0.21701           NA         NA 0.0090773          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          <273        <273       NA         0.1   NBRCNT    61325 0.12503       NA      NA  0.11962         NA      NA  0.12189         NA       NA 0.50444       NA       NA 0.14528           NA         NA 0.0088871          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          <273        <273       NA         0.05  NBRCNT    61325 0.12503       NA      NA  0.11962         NA      NA  0.12189         NA       NA 0.50444       NA       NA 0.14528           NA         NA 0.0088871          NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          >=273       >=273      NA         0.1   NBRCNT    44837 0.18776       NA      NA  0.89268         NA      NA  0.97289         NA       NA 0.99546       NA       NA 0.78299           NA         NA 0.99092            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          >=273       >=273      NA         0.05  NBRCNT    44837 0.18776       NA      NA  0.89268         NA      NA  0.97289         NA       NA 0.99546       NA       NA 0.78299           NA         NA 0.99092            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          >=273       >=273      NA         0.1   NBRCNT    61325 0.12503       NA      NA  0.93181         NA      NA  0.98914         NA       NA 0.99556       NA       NA 0.85472           NA         NA 0.99111            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 TMP      K          Z2       TMP     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          >=273       >=273      NA         0.05  NBRCNT    61325 0.12503       NA      NA  0.93181         NA      NA  0.98914         NA       NA 0.99556       NA       NA 0.85472           NA         NA 0.99111            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           <260        <260       NA         0.1   NBRCNT    45302 0.040736      NA      NA  0.00032101      NA      NA  0.007421        NA       NA 0.50009       NA       NA 0.047592          NA         NA 0.00017659         NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           <260        <260       NA         0.05  NBRCNT    45302 0.040736      NA      NA  0.00032101      NA      NA  0.007421        NA       NA 0.50009       NA       NA 0.047592          NA         NA 0.00017659         NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           <260        <260       NA         0.1   NBRCNT    61703 0             NA      NA NA               NA      NA NA               NA       NA 0.5           NA       NA 0                 NA         NA 0                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           <260        <260       NA         0.05  NBRCNT    61703 0             NA      NA NA               NA      NA NA               NA       NA 0.5           NA       NA 0                 NA         NA 0                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           >=260       >=260      NA         0.1   NBRCNT    45302 0.040736      NA      NA  0.97906         NA      NA  0.99882         NA       NA 0.99991       NA       NA 0.95241           NA         NA 0.99982            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 9           >=260       >=260      NA         0.05  NBRCNT    45302 0.040736      NA      NA  0.97906         NA      NA  0.99882         NA       NA 0.99991       NA       NA 0.95241           NA         NA 0.99982            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           >=260       >=260      NA         0.1   NBRCNT    61703 0             NA      NA  1               NA      NA  1               NA       NA 1             NA       NA 1                 NA         NA 1                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 9           >=260       >=260      NA         0.05  NBRCNT    61703 0             NA      NA  1               NA      NA  1               NA       NA 1             NA       NA 1                 NA         NA 1                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          <260        <260       NA         0.1   NBRCNT    44837 0.037071      NA      NA  0.00047145      NA      NA  0.0055658       NA       NA 0.50007       NA       NA 0.048085          NA         NA 0.00013382         NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          <260        <260       NA         0.05  NBRCNT    44837 0.037071      NA      NA  0.00047145      NA      NA  0.0055658       NA       NA 0.50007       NA       NA 0.048085          NA         NA 0.00013382         NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          <260        <260       NA         0.1   NBRCNT    61325 0             NA      NA NA               NA      NA NA               NA       NA 0.5           NA       NA 0                 NA         NA 0                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          <260        <260       NA         0.05  NBRCNT    61325 0             NA      NA NA               NA      NA NA               NA       NA 0.5           NA       NA 0                 NA         NA 0                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          >=260       >=260      NA         0.1   NBRCNT    44837 0.037071      NA      NA  0.9809          NA      NA  0.99879         NA       NA 0.99993       NA       NA 0.95191           NA         NA 0.99987            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC165  NBRHD_SQUARE 25          >=260       >=260      NA         0.05  NBRCNT    44837 0.037071      NA      NA  0.9809          NA      NA  0.99879         NA       NA 0.99993       NA       NA 0.95191           NA         NA 0.99987            NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          >=260       >=260      NA         0.1   NBRCNT    61325 0             NA      NA  1               NA      NA  1               NA       NA 1             NA       NA 1                 NA         NA 1                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  NBRHD_SQUARE 25          >=260       >=260      NA         0.05  NBRCNT    61325 0             NA      NA  1               NA      NA  1               NA       NA 1             NA       NA 1                 NA         NA 1                  NA         NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  NBRHD_SQUARE 9           <5          <5         NA         0.1   NBRCNT    45302 0.126         NA      NA  0.93049         NA      NA  0.98869         NA       NA 0.92559       NA       NA 0.99004           NA         NA 0.85118            NA         NA
